order_id,order_date,product_id,customer_id,quantity,discount_rate,unit_price,revenue,cogs,gross_margin
O000654,2024-08-05,P0077,C0017,17,0.08,210.77,3583.09,830.79,2752.3
O000655,2024-02-06,P0066,C0057,6,0.132,199.0,1194.0,566.76,627.24
O000656,2024-05-27,P0037,C0059,8,0.173,175.22,1401.76,1292.16,109.6
O000657,2024-01-14,P0049,C0023,11,0.067,97.79,1075.69,877.69,198.0
O000658,2024-02-03,P0102,C0007,8,0.098,188.9,1511.2,1271.2,240.0
O000659,2024-06-15,P0066,C0044,11,0.153,194.18,2135.98,1039.06,1096.92
O000660,2024-02-25,P0036,C0053,7,0.06,21.07,147.49,280.63,-133.14
O000661,2024-08-26,P0054,C0007,9,0.026,180.01,1620.09,572.31,1047.78
O000662,2024-10-16,P0026,,11,0.051,128.01,1408.11,1517.45,-109.34
O000663,2024-12-02,P0075,C0015,6,0.162,216.61,1299.66,741.66,558.0
O000664,2024-03-25,P0072,C0034,7,0.029,285.03,1995.21,645.33,1349.88
O000665,2024-03-11,P0108,C0046,11,0.059,91.84,1010.24,545.6,464.64
O000666,2024-02-13,P0040,C0045,4,0.084,280.25,1121.0,648.52,472.48
O000667,2024-09-24,P0043,C0004,2,0.152,16.71,33.42,94.4,-60.98
O000668,2024-10-23,P0022,,6,0.169,105.66,633.96,572.82,61.14
O000669,2024-01-14,P0020,C0014,15,0.077,173.83,2607.45,1761.9,845.55
O000670,2025-01-28,P0008,C0016,9,0.168,53.29,479.61,802.98,-323.37
O000671,2024-01-22,P0029,C0007,8,0.029,249.95,1999.6,462.72,1536.88
O000672,2024-08-15,P0040,C0032,8,0.028,297.38,2379.04,1297.04,1082.0
O000673,2024-10-24,P0090,C0019,12,0.171,21.88,262.56,130.2,132.36
O000674,2024-12-31,P0030,C0002,9,0.092,152.82,1375.38,321.57,1053.81
O000675,2024-10-26,P0081,C0010,3,0.033,125.27,375.81,350.91,24.9
O000676,2024-12-02,P0084,C0050,15,0.088,23.68,355.2,2275.05,-1919.85
O000677,2024-05-22,P0116,C0017,10,0.141,58.28,582.8,1623.0,-1040.2
O000678,2024-12-08,P0055,C0037,6,0.149,255.75,1534.5,583.38,951.12
O000679,2024-02-03,P0016,C0012,12,0.156,204.82,2457.84,978.48,1479.36
O000680,2025-01-10,P0046,,8,0.103,277.92,2223.36,1248.4,974.96
O000681,2024-08-17,P0062,C0022,7,0.156,146.09,1022.63,418.25,604.38
O000682,2024-12-09,P0107,C0032,10,0.092,233.84,2338.4,991.0,1347.4
O000683,2024-07-08,P0007,C0041,10,0.109,14.74,147.4,1606.0,-1458.6
O000684,2024-09-27,P0080,C0020,8,0.137,101.91,815.28,934.08,-118.8
O000685,2024-08-09,P0045,C0001,6,0.077,134.39,806.34,892.2,-85.86
O000686,2024-11-03,P0059,,7,0.013,199.95,1399.65,1214.78,184.87
O000687,2024-02-04,P0111,C0047,8,0.063,21.3,170.4,1302.96,-1132.56
O000688,2024-01-26,P0056,C0053,14,0.112,201.83,2825.62,1804.88,1020.74
O000689,2024-04-13,P0048,C0058,8,0.035,265.54,2124.32,766.8,1357.52
O000690,2024-03-08,P0027,C0006,9,0.027,279.32,2513.88,426.15,2087.73
O000691,2025-01-01,P0053,C0019,3,0.053,63.16,189.48,510.54,-321.06
O000692,2024-04-02,P0087,C0018,9,0.006,101.79,916.11,135.09,781.02
O000693,2025-02-13,P0088,C0006,5,0.134,169.04,845.2,548.15,297.05
O000694,2024-05-21,P0073,C0045,11,0.047,162.92,1792.12,1952.83,-160.71
O000695,2024-03-17,P0035,C0033,12,0.022,98.43,1181.16,1754.76,-573.6
O000696,2024-11-27,P0051,C0023,8,0.126,240.0,1920.0,228.96,1691.04
O000697,2024-10-03,P0084,C0023,12,0.152,22.01,264.12,1820.04,-1555.92
O000698,2024-07-28,P0037,C0026,11,0.004,211.02,2321.22,1776.72,544.5
O000699,2024-08-21,P0106,C0013,-1,0.042,108.73,1304.76,1241.88,62.88
O000700,2024-10-29,P0081,C0007,13,0.17,107.53,1397.89,1520.61,-122.72
O000701,2024-04-05,P0111,C0015,8,0.069,21.16,169.28,1302.96,-1133.68
O000702,2025-02-22,P0095,C0044,8,0.169,207.63,1661.04,1014.72,646.32
O000703,2025-02-13,P0119,C0027,9,0.049,173.57,1562.13,1065.87,496.26
O000704,2024-09-30,P0057,C0026,11,0.039,181.5,1996.5,775.94,1220.56
O000705,2024-03-24,P0008,C0033,12,0.039,61.55,738.6,1070.64,-332.04
O000706,2024-10-12,P0079,C0015,11,0.015,282.15,3103.65,783.86,2319.79
O000707,2024-01-31,P0095,C0036,10,0.161,209.62,2096.2,1268.4,827.8
O000708,2024-01-13,P0117,C0045,4,0.176,51.67,206.68,642.32,-435.64
O000709,2024-04-18,P0094,C0055,8,0.172,144.3,1154.4,303.92,850.48
O000710,2024-07-13,P0110,C0027,4,0.153,32.97,131.88,649.28,-517.4
O000711,2024-12-30,P0020,C0057,11,0.152,159.7,1756.7,1292.06,464.64
O000712,2024-11-01,P0103,C0005,8,0.119,208.32,1666.56,418.96,1247.6
O000713,2024-11-07,P0053,C0002,7,0.149,56.76,397.32,1191.26,-793.94
O000714,2024-06-27,P0119,C0055,12,0.038,175.57,2106.84,1421.16,685.68
O000715,2024-05-25,P0012,C0058,8,0.07,77.56,620.48,836.32,-215.84
O000716,2024-06-04,P0049,C0033,13,0.115,92.76,1205.88,1037.27,168.61
O000717,2025-02-18,P0017,C0016,5,0.157,179.68,898.4,61.85,836.55
O000718,2024-01-17,P0064,C0023,9,0.119,212.26,1910.34,129.06,1781.28
O000719,2024-12-30,P0042,C0038,9,0.151,108.59,977.31,242.37,734.94
O000720,2024-08-31,P0094,C0055,5,0.085,159.47,797.35,189.95,607.4
O000721,2024-07-03,P0029,C0016,-1,0.129,224.21,2690.52,694.08,1996.44
O000722,2024-10-31,P0019,C0014,8,0.176,177.63,1421.04,107.28,1313.76
O000723,2024-07-23,P0110,C0029,9,0.028,37.84,340.56,1460.88,-1120.32
O000724,2025-01-01,P0011,C0026,12,0.167,178.14,2137.68,1666.32,471.36
O000725,2025-01-13,P0098,C0035,4,0.094,37.17,148.68,126.6,22.08
O000726,2024-06-26,P0050,C0015,11,0.116,117.09,1287.99,508.2,779.79
O000727,2024-04-26,P0071,C0003,12,0.158,235.31,2823.72,395.04,2428.68
O000728,2024-09-05,P0108,C0023,4,0.074,90.38,361.52,198.4,163.12
O000729,2025-01-18,P0058,C0029,11,0.075,41.29,454.19,1926.65,-1472.46
O000730,2024-03-29,P0034,C0034,10,0.095,212.99,2129.9,1578.9,551.0
O000731,2024-09-18,P0020,C0033,9,0.003,187.77,1689.93,1057.14,632.79
O000732,2024-09-22,P0050,C0041,10,0.089,120.66,1206.6,462.0,744.6
O000733,2024-11-03,P0102,C0041,8,0.052,198.53,1588.24,1271.2,317.04
O000734,2024-02-25,P0088,C0023,7,0.167,162.6,1138.2,767.41,370.79
O000735,2024-10-27,P0010,C0007,11,0.016,222.41,2446.51,1437.48,1009.03
O000736,2025-01-16,P0032,C0003,13,0.083,151.51,1969.63,1911.0,58.63
O000737,2024-03-16,P0052,C0058,9,0.171,92.57,833.13,594.63,238.5
O000738,2024-04-09,P0015,C0032,10,0.162,95.74,957.4,979.1,-21.7
O000739,2025-02-11,P0101,C0031,12,0.126,157.22,1886.64,2004.6,-117.96
O000740,2024-03-17,P0084,C0018,10,0.106,23.21,232.1,1516.7,-1284.6
O000741,2024-12-24,P0003,C0043,7,0.051,189.76,1328.32,430.43,897.89
O000742,2024-07-25,P0037,C0007,9,0.066,197.89,1781.01,1453.68,327.33
O000743,2024-04-13,P0040,C0041,7,0.016,301.05,2107.35,1134.91,972.44
O000744,2024-12-31,P0072,C0001,10,0.141,252.15,2521.5,921.9,1599.6
O000745,2024-07-06,P0040,C0014,8,0.058,288.2,2305.6,1297.04,1008.56
O000746,2024-08-04,P0108,C0052,8,0.12,85.89,687.12,396.8,290.32
O000747,2024-05-30,P0056,C0032,7,0.064,212.74,1489.18,902.44,586.74
O000748,2024-09-06,P0023,,10,0.084,87.84,878.4,1641.0,-762.6
O000749,2024-03-09,P0104,C0039,14,0.1,281.37,3939.18,1701.28,2237.9
O000750,2024-06-13,P0011,C0010,6,0.144,183.06,1098.36,833.16,265.2
O000751,2025-02-11,P0110,C0007,3,0.038,37.45,112.35,486.96,-374.61
O000752,2024-04-18,P0064,C0026,6,0.072,223.58,1341.48,86.04,1255.44
O000753,2024-10-02,P0008,C0034,7,0.023,62.58,438.06,624.54,-186.48
O000754,2024-05-16,P0093,C0030,10,0.014,53.0,530.0,1189.7,-659.7
O000755,2024-11-20,P0094,C0036,12,0.109,155.28,1863.36,455.88,1407.48
O000756,2024-02-24,P0056,C0021,10,0.034,219.56,2195.6,1289.2,906.4
O000757,2025-02-11,P0060,C0060,6,0.011,313.48,1880.88,307.86,1573.02
O000758,2024-07-09,P0010,C0017,11,0.161,189.64,2086.04,1437.48,648.56
O000759,2024-04-09,P0039,C0033,6,0.096,272.86,1637.16,881.28,755.88
O000760,2024-01-31,P0028,C0010,15,0.024,202.52,3037.8,318.6,2719.2
O000761,2024-03-12,P0049,C0051,6,0.01,103.76,622.56,478.74,143.82
O000762,2024-08-06,P0036,C0047,9,0.022,21.93,197.37,360.81,-163.44
O000763,2024-05-21,P0013,C0042,7,0.085,212.47,1487.29,984.27,503.02
O000764,2024-12-14,P0096,C0051,14,0.12,71.13,995.82,1043.28,-47.46
O000765,2024-06-29,P0036,C0012,9,0.115,19.84,178.56,360.81,-182.25
O000766,2024-04-14,P0101,C0056,7,0.026,175.21,1226.47,1169.35,57.12
O000767,2024-09-16,P0026,C0016,8,0.114,119.51,956.08,1103.6,-147.52
O000768,2024-10-23,P0086,C0041,6,0.073,167.33,1003.98,240.48,763.5
O000769,2024-03-11,P0004,C0032,12,0.084,16.31,195.72,767.16,-571.44
O000770,2024-03-11,P0095,C0015,12,0.144,213.87,2566.44,1522.08,1044.36
O000771,2024-01-16,P0082,C0027,10,0.06,41.04,410.4,1001.5,-591.1
O000772,2024-11-05,P0064,C0028,6,0.026,234.67,1408.02,86.04,1321.98
O000773,2024-10-05,P0038,C0017,12,0.157,58.18,698.16,1209.24,-511.08
O000774,2024-07-18,P0088,C0046,7,0.038,187.78,1314.46,767.41,547.05
O000775,2024-12-20,P0120,C0059,11,0.053,220.6,2426.6,247.17,2179.43
O000776,2024-12-04,P0087,C0050,5,0.127,89.4,447.0,75.05,371.95
O000777,2024-09-02,P0022,C0058,8,0.123,111.51,892.08,763.76,128.32
O000778,2024-12-30,P0002,C0002,12,0.144,247.44,2969.28,227.16,2742.12
O000779,2024-03-27,P0031,C0036,11,0.033,184.66,2031.26,1847.01,184.25
O000780,2024-02-17,P0119,C0050,8,0.063,171.01,1368.08,947.44,420.64
O000781,2024-04-23,P0011,C0007,11,0.023,208.93,2298.23,1527.46,770.77
O000782,2024-01-24,P0092,C0013,9,0.097,112.75,1014.75,422.64,592.11
O000783,2024-08-11,P0046,C0015,4,0.053,293.41,1173.64,624.2,549.44
O000784,2025-01-28,P0096,C0025,8,0.124,70.81,566.48,596.16,-29.68
O000785,2024-01-17,P0062,C0023,7,0.0,173.09,1211.63,418.25,793.38
O000786,2024-02-21,P0069,C0060,9,0.011,258.98,2330.82,1477.98,852.84
O000787,2024-07-08,P0064,C0022,10,0.078,222.14,2221.4,143.4,2078.0
O000788,2025-01-27,P0102,C0026,11,0.172,173.4,1907.4,1747.9,159.5
O000789,2024-05-12,P0010,C0033,13,0.16,189.87,2468.31,1698.84,769.47
O000790,2024-08-01,P0040,C0011,11,0.179,251.18,2762.98,1783.43,979.55
O000791,2024-01-18,P0110,C0010,8,0.075,36.01,288.08,1298.56,-1010.48
O000792,2024-03-03,P0024,C0025,8,0.008,88.7,709.6,407.04,302.56
O000793,2025-02-18,P0099,C0037,14,0.055,29.07,406.98,933.24,-526.26
O000794,2025-02-09,P0044,C0048,9,0.122,261.77,2355.93,733.14,1622.79
O000795,2024-01-03,P0112,C0043,14,0.024,301.2,4216.8,1636.46,2580.34
O000796,2025-02-03,P0060,C0053,6,0.054,299.85,1799.1,307.86,1491.24
O000797,2024-09-25,P0062,C0038,8,0.01,171.36,1370.88,478.0,892.88
O000798,2024-12-30,P0087,C0041,-1,0.085,93.7,937.0,150.1,786.9
O000799,2024-07-09,P0017,C0045,4,0.038,205.04,820.16,49.48,770.68
O000800,2024-08-04,P0065,C0024,12,0.016,223.95,2687.4,1354.2,1333.2
O000801,2024-07-24,P0119,C0040,6,0.074,169.0,1014.0,710.58,303.42
O000802,2024-10-07,P0095,C0046,7,0.063,234.11,1638.77,887.88,750.89
O000803,2024-02-28,P0095,C0056,9,0.097,225.61,2030.49,1141.56,888.93
O000804,2024-01-13,P0106,C0033,5,0.135,98.18,490.9,517.45,-26.55
O000805,2024-05-09,P0057,C0017,6,0.02,185.09,1110.54,423.24,687.3
O000806,2024-10-22,P0055,C0024,16,0.142,257.85,4125.6,1555.68,2569.92
O000807,2024-03-25,P0106,C0037,5,0.005,112.93,564.65,517.45,47.2
O000808,2024-10-09,P0053,C0057,6,0.08,61.36,368.16,1021.08,-652.92
O000809,2025-02-11,P0056,C0002,15,0.106,203.2,3048.0,1933.8,1114.2
O000810,2024-02-09,P0098,C0032,6,0.172,33.97,203.82,189.9,13.92
O000811,2024-10-09,P0009,C0057,13,0.103,163.58,2126.54,371.41,1755.13
O000812,2024-07-05,P0022,C0060,14,0.029,123.46,1728.44,1336.58,391.86
O000813,2024-12-30,P0013,C0024,6,0.093,210.61,1263.66,843.66,420.0
O000814,2024-03-15,P0089,C0009,7,0.071,22.57,157.99,871.78,-713.79
O000815,2024-10-17,P0048,C0004,9,0.086,251.51,2263.59,862.65,1400.94
O000816,2024-12-18,P0018,C0017,9,0.035,264.42,2379.78,239.04,2140.74
O000817,2025-01-31,P0115,C0017,7,0.09,127.15,890.05,930.02,-39.97
O000818,2024-10-13,P0076,C0053,4,0.027,207.48,829.92,556.0,273.92
O000819,2024-07-27,P0040,C0050,11,0.134,264.95,2914.45,1783.43,1131.02
O000820,2024-09-16,P0017,C0048,7,0.107,190.33,1332.31,86.59,1245.72
O000821,2024-12-30,P0015,C0030,8,0.014,112.65,901.2,783.28,117.92
O000822,2024-08-27,P0106,C0040,5,0.16,95.34,476.7,517.45,-40.75
O000823,2024-01-13,P0015,C0058,8,0.111,101.57,812.56,783.28,29.28
O000824,2025-01-25,P0079,C0011,11,0.057,270.12,2971.32,783.86,2187.46
O000825,2024-10-16,P0063,C0021,5,0.008,280.34,1401.7,284.95,1116.75
O000826,2024-10-11,P0119,C0021,11,0.114,161.7,1778.7,1302.73,475.97
O000827,2024-03-31,P0039,C0018,8,0.067,281.62,2252.96,1175.04,1077.92
O000828,2024-10-03,P0013,C0055,12,0.163,194.36,2332.32,1687.32,645.0
O000829,2024-06-14,P0081,C0029,10,0.006,128.77,1287.7,1169.7,118.0
O000830,2024-09-30,P0032,C0024,8,0.007,164.06,1312.48,1176.0,136.48
O000831,2024-02-14,P0009,C0010,10,0.171,151.18,1511.8,285.7,1226.1
O000832,2024-10-03,P0040,C0045,7,0.174,252.71,1768.97,1134.91,634.06
O000833,2025-02-23,P0020,C0017,9,0.005,187.39,1686.51,1057.14,629.37
O000834,2024-01-21,P0090,C0018,7,0.129,22.99,160.93,75.95,84.98
O000835,2025-02-14,P0091,C0042,9,0.04,255.25,2297.25,864.72,1432.53
O000836,2024-06-19,P0085,C0048,11,0.126,137.23,1509.53,694.87,814.66
O000837,2024-12-31,P0082,C0020,10,0.156,36.85,368.5,1001.5,-633.0
O000838,2024-11-24,P0077,C0037,8,0.018,224.98,1799.84,390.96,1408.88
O000839,2024-08-26,P0080,C0045,14,0.043,113.01,1582.14,1634.64,-52.5
O000840,2024-11-06,P0073,C0018,10,0.004,170.28,1702.8,1775.3,-72.5
O000841,2025-01-03,P0063,C0017,11,0.008,280.34,3083.74,626.89,2456.85
O000842,2024-06-18,P0076,C0009,8,0.005,212.17,1697.36,1112.0,585.36
O000843,2024-05-17,P0044,C0014,10,0.144,255.21,2552.1,814.6,1737.5
O000844,2024-10-07,P0038,C0049,8,0.054,65.29,522.32,806.16,-283.84
O000845,2024-12-05,P0083,C0029,10,0.089,174.35,1743.5,235.3,1508.2
O000846,2024-11-16,P0060,C0031,11,0.142,271.96,2991.56,564.41,2427.15
O000847,2024-12-01,P0071,C0004,7,0.089,254.59,1782.13,230.44,1551.69
O000848,2024-07-01,P0099,C0018,7,0.077,28.39,198.73,466.62,-267.89
O000849,2024-12-09,P0048,C0059,2,0.002,274.62,549.24,191.7,357.54
O000850,2024-02-20,P0018,C0020,11,0.102,246.06,2706.66,292.16,2414.5
O000851,2024-08-16,P0016,C0056,6,0.022,237.34,1424.04,489.24,934.8
O000852,2024-01-03,P0055,C0056,14,0.138,259.06,3626.84,1361.22,2265.62
O000853,2024-05-16,P0039,C0047,14,0.046,287.96,4031.44,2056.32,1975.12
O000854,2024-06-02,P0068,C0043,12,0.121,91.9,1102.8,671.16,431.64
O000855,2024-06-15,P0059,C0044,10,0.116,179.08,1790.8,1735.4,55.4
O000856,2024-10-19,P0089,C0009,8,0.111,21.6,172.8,996.32,-823.52
O000857,2024-06-12,P0096,C0013,7,0.048,76.95,538.65,521.64,17.01
O000858,2024-07-07,P0062,C0015,10,0.048,164.78,1647.8,597.5,1050.3
O000859,2024-04-09,P0104,C0027,9,0.155,264.17,2377.53,1093.68,1283.85
O000860,2024-06-05,P0013,C0015,7,0.002,231.75,1622.25,984.27,637.98
O000861,2024-04-05,P0109,C0028,11,0.033,143.98,1583.78,264.11,1319.67
O000862,2024-01-31,P0081,C0037,10,0.11,115.3,1153.0,1169.7,-16.7
O000863,2024-09-10,P0113,C0055,8,0.147,230.28,1842.24,530.48,1311.76
O000864,2024-10-07,P0101,C0019,11,0.065,168.2,1850.2,1837.55,12.65
O000865,2024-09-17,P0006,C0026,9,0.118,191.72,1725.48,1058.94,666.54
O000866,2024-07-13,P0083,C0052,7,0.1,172.24,1205.68,164.71,1040.97
O000867,2024-06-08,P0077,C0026,8,0.012,226.35,1810.8,390.96,1419.84
O000868,2024-12-28,P0060,C0025,11,0.112,281.47,3096.17,564.41,2531.76
O000869,2024-08-06,P0090,C0026,6,0.147,22.51,135.06,65.1,69.96
O000870,2024-07-20,P0014,C0026,10,0.179,71.72,717.2,929.3,-212.1
O000871,2024-01-11,P0095,C0046,6,0.005,248.6,1491.6,761.04,730.56
O000872,2024-05-23,P0054,C0028,9,0.119,162.83,1465.47,572.31,893.16
O000873,2024-06-08,P0004,C0049,5,0.075,16.47,82.35,319.65,-237.3
O000874,2024-06-16,P0039,C0018,8,0.002,301.24,2409.92,1175.04,1234.88
O000875,2024-08-31,P0072,C0032,6,0.111,260.96,1565.76,553.14,1012.62
O000876,2024-08-12,P0025,C0053,17,0.022,304.91,5183.47,1336.03,3847.44
O000877,2024-09-12,P0077,C0003,3,0.068,213.52,640.56,146.61,493.95
O000878,2024-11-17,P0032,C0002,9,0.047,157.45,1417.05,1323.0,94.05
O000879,2024-12-07,P0059,C0033,10,0.065,189.41,1894.1,1735.4,158.7
O000880,2024-10-28,P0102,C0042,12,0.089,190.78,2289.36,1906.8,382.56
O000881,2025-02-05,P0063,C0019,9,0.065,264.23,2378.07,512.91,1865.16
O000882,2024-01-08,P0038,C0017,7,0.099,62.19,435.33,705.39,-270.06
O000883,2024-03-23,P0120,C0044,12,0.043,222.93,2675.16,269.64,2405.52
O000884,2024-01-04,P0092,C0033,8,0.114,110.63,885.04,375.68,509.36
O000885,2024-09-28,P0053,C0012,11,0.154,56.43,620.73,1871.98,-1251.25
O000886,2025-01-12,P0094,C0049,11,0.04,167.31,1840.41,417.89,1422.52
O000887,2024-04-12,P0067,C0056,9,0.091,113.3,1019.7,151.65,868.05
O000888,2025-01-24,P0028,C0003,8,0.117,183.22,1465.76,169.92,1295.84
O000889,2024-01-26,P0003,C0043,4,0.102,179.56,718.24,245.96,472.28
O000890,2025-01-27,P0109,C0049,14,0.066,139.06,1946.84,336.14,1610.7
O000891,2024-05-27,P0118,C0055,8,0.116,80.73,645.84,1137.12,-491.28
O000892,2024-02-12,P0098,C0026,8,0.005,40.82,326.56,253.2,73.36
O000893,2024-07-23,P0080,C0035,13,0.067,110.18,1432.34,1517.88,-85.54
O000894,2024-04-17,P0022,C0008,6,0.096,114.94,689.64,572.82,116.82
O000895,2024-04-29,P0096,C0052,8,0.004,80.51,644.08,596.16,47.92
O000896,2024-05-09,P0038,C0036,8,0.091,62.74,501.92,806.16,-304.24
O000897,2024-12-03,P0072,C0053,7,0.118,258.9,1812.3,645.33,1166.97
O000898,2024-08-14,P0119,C0054,10,0.137,157.51,1575.1,1184.3,390.8
O000899,2024-05-10,P0072,C0007,7,0.02,287.67,2013.69,645.33,1368.36
O000900,2024-09-13,P0062,C0046,8,0.178,142.28,1138.24,478.0,660.24
O000901,2024-10-27,P0057,C0046,12,0.109,168.28,2019.36,846.48,1172.88
O000902,2024-04-24,P0006,C0036,11,0.065,203.24,2235.64,1294.26,941.38
O000903,2024-06-22,P0078,C0016,5,0.045,246.12,1230.6,666.25,564.35
O000904,2024-02-21,P0032,C0024,12,0.103,148.2,1778.4,1764.0,14.4
O000905,2024-03-17,P0099,C0054,10,0.159,25.87,258.7,666.6,-407.9
O000906,2024-10-13,P0010,C0001,12,0.094,204.78,2457.36,1568.16,889.2
O000907,2024-03-17,P0003,C0049,5,0.119,176.16,880.8,307.45,573.35
O000908,2024-08-08,P0059,C0025,8,0.064,189.61,1516.88,1388.32,128.56
O000909,2024-10-24,P0076,C0010,8,0.07,198.31,1586.48,1112.0,474.48
O000910,2024-02-14,P0049,C0054,13,0.052,99.36,1291.68,1037.27,254.41
O000911,2024-08-26,P0059,,8,0.127,176.85,1414.8,1388.32,26.48
O000912,2024-04-17,P0031,C0016,15,0.065,178.55,2678.25,2518.65,159.6
O000913,2025-02-08,P0093,C0058,8,0.034,51.92,415.36,951.76,-536.4
O000914,2024-07-22,P0069,C0008,4,0.066,244.58,978.32,656.88,321.44
O000915,2024-12-04,P0062,C0029,10,0.154,146.43,1464.3,597.5,866.8
O000916,2024-08-19,P0052,C0039,14,0.133,96.81,1355.34,924.98,430.36
O000917,2024-01-19,P0089,C0028,7,0.06,22.84,159.88,871.78,-711.9
O000918,2024-09-22,P0041,C0006,6,0.163,246.1,1476.6,376.2,1100.4
O000919,2025-02-03,P0031,C0016,7,0.013,188.48,1319.36,1175.37,143.99
O000920,2024-09-09,P0085,C0020,6,0.009,155.6,933.6,379.02,554.58
O000921,2024-12-10,P0084,C0016,6,0.023,25.36,152.16,910.02,-757.86
O000922,2025-01-06,P0103,C0007,7,0.021,231.49,1620.43,366.59,1253.84
O000923,2024-04-05,P0022,C0041,16,0.016,125.12,2001.92,1527.52,474.4
O000924,2024-03-30,P0004,C0014,8,0.119,15.69,125.52,511.44,-385.92
O000925,2024-09-13,P0013,C0043,10,0.108,207.13,2071.3,1406.1,665.2
O000926,2024-06-21,P0045,C0026,11,0.117,128.56,1414.16,1635.7,-221.54
O000927,2024-12-18,P0042,C0026,11,0.124,112.04,1232.44,296.23,936.21
O000928,2025-01-13,P0114,C0014,8,0.136,196.36,1570.88,544.48,1026.4
O000929,2024-05-28,P0049,C0007,10,0.037,100.93,1009.3,797.9,211.4
O000930,2024-04-09,P0020,C0033,7,0.112,167.24,1170.68,822.22,348.46
O000931,2024-11-23,P0116,C0026,8,0.104,60.79,486.32,1298.4,-812.08
O000932,2024-04-25,P0077,C0057,10,0.17,190.15,1901.5,488.7,1412.8
O000933,2024-12-11,P0081,C0045,8,0.042,124.11,992.88,935.76,57.12
O000934,2024-06-26,P0054,,6,0.011,182.79,1096.74,381.54,715.2
O000935,2024-10-07,P0036,C0003,10,0.118,19.77,197.7,400.9,-203.2
O000936,2024-02-10,P0097,C0052,6,0.133,177.72,1066.32,1014.72,51.6
O000937,2024-09-19,P0001,C0004,9,0.051,61.02,549.18,584.19,-35.01
O000938,2024-07-08,P0015,C0026,6,0.103,102.48,614.88,587.46,27.42
O000939,2024-09-03,P0077,C0011,13,0.011,226.58,2945.54,635.31,2310.23
O000940,2024-03-11,P0017,C0002,7,0.173,176.27,1233.89,86.59,1147.3
O000941,2024-11-05,P0024,C0014,10,0.02,87.63,876.3,508.8,367.5
O000942,2024-12-28,P0058,C0044,2,0.012,44.1,88.2,350.3,-262.1
O000943,2024-04-01,P0072,C0030,10,0.008,291.19,2911.9,921.9,1990.0
O000944,2024-02-10,P0114,C0049,9,0.077,209.77,1887.93,612.54,1275.39
O000945,2024-01-10,P0091,C0012,11,0.017,261.37,2875.07,1056.88,1818.19
O000946,2024-09-26,P0109,C0026,11,0.134,128.94,1418.34,264.11,1154.23
O000947,2024-09-11,P0023,C0044,6,0.162,80.36,482.16,984.6,-502.44
O000948,2024-08-17,P0046,C0033,13,0.047,295.27,3838.51,2028.65,1809.86
O000949,2024-04-07,P0072,C0013,4,0.113,260.37,1041.48,368.76,672.72
O000950,2024-06-13,P0008,C0014,7,0.008,63.54,444.78,624.54,-179.76
O000951,2024-09-06,P0059,C0024,7,0.07,188.4,1318.8,1214.78,104.02
O000952,2024-07-27,P0090,C0034,9,0.053,24.99,224.91,97.65,127.26
O000953,2025-02-18,P0111,C0044,5,0.041,21.8,109.0,814.35,-705.35
O000954,2024-02-27,P0059,C0026,9,0.116,179.08,1611.72,1561.86,49.86
O000955,2024-10-18,P0013,C0021,8,0.023,226.87,1814.96,1124.88,690.08
O000956,2024-06-18,P0039,C0028,7,0.155,255.05,1785.35,1028.16,757.19
O000957,2024-06-28,P0101,C0048,6,0.12,158.3,949.8,1002.3,-52.5
O000958,2024-10-28,P0113,C0036,13,0.128,235.41,3060.33,862.03,2198.3
O000959,2024-10-17,P0028,C0040,15,0.168,172.64,2589.6,318.6,2271.0
O000960,2025-02-20,P0089,C0002,11,0.17,20.17,221.87,1369.94,-1148.07
O000961,2024-02-23,P0061,C0042,8,0.099,52.01,416.08,748.24,-332.16
O000962,2024-02-13,P0016,C0009,4,0.089,221.08,884.32,326.16,558.16
O000963,2024-10-31,P0119,C0023,-1,0.06,171.56,857.8,592.15,265.65
O000964,2024-08-30,P0002,C0015,15,0.129,251.77,3776.55,283.95,3492.6
O000965,2024-04-25,P0118,C0013,7,0.097,82.46,577.22,994.98,-417.76
O000966,2024-02-03,P0082,C0023,11,0.168,36.33,399.63,1101.65,-702.02
O000967,2024-02-05,P0017,C0017,11,0.043,203.97,2243.67,136.07,2107.6
O000968,2025-01-10,P0030,C0048,11,0.056,158.88,1747.68,393.03,1354.65
O000969,2024-03-21,P0103,C0060,10,0.057,222.98,2229.8,523.7,1706.1
O000970,2024-05-15,P0013,C0002,10,0.145,198.54,1985.4,1406.1,579.3
O000971,2024-04-05,P0096,C0020,6,0.018,79.38,476.28,447.12,29.16
O000972,2024-05-29,P0114,C0020,9,0.082,208.63,1877.67,612.54,1265.13
O000973,2024-01-30,P0093,C0059,7,0.077,49.61,347.27,832.79,-485.52
O000974,2024-08-06,P0110,C0046,11,0.013,38.42,422.62,1785.52,-1362.9
O000975,2024-01-29,P0094,C0003,12,0.074,161.38,1936.56,455.88,1480.68
O000976,2024-12-02,P0082,C0055,10,0.092,39.64,396.4,1001.5,-605.1
O000977,2024-04-08,P0013,C0012,9,0.012,229.42,2064.78,1265.49,799.29
O000978,2024-08-14,P0043,C0040,10,0.092,17.9,179.0,472.0,-293.0
O000979,2025-01-04,P0085,C0002,6,0.173,129.85,779.1,379.02,400.08
O000980,2024-09-30,P0094,C0036,13,0.176,143.61,1866.93,493.87,1373.06
